flight_id,flight_number,origin_airport_id,destination_airport_id,airline_id,plane_id
385d7b7e,TK6,KORD,LTFM,THY,B77W
385d7bb4,BR11,KLAX,RCTP,EVA,B77W
385d7bf2,2W8622,VVPQ,LTFM,WFL,A333
385d7bfc,EO3484,VTSP,ULLI,KAR,B772
385d7c08,AF423,SKBO,LFPG,AFR,A359
385d7c69,3S530,EDDP,WSSS,BOX,B77L
385d7d0b,AZ759,VTBS,LIRF,ITY,A339
385d7d15,BR693,PANC,RCTP,EVA,B77L
385d7d81,KE955,RKSI,LTFM,KAL,B77W
385d7dc3,MU787,ZSPD,LIRF,CES,A359
385d7e6a,KE931,RKSI,LIRF,KAL,B77W
385d7e87,KE41,RKSI,KSEA,KAL,B77W
385d7ed3,AI190,CYYZ,VIDP,AIC,B77L
385d7ede,ET507,SBGR,HAAB,ETH,B77L
385d8008,AF195,VTBS,LFPG,AFR,B772
385d8036,AM90,MMMY,RKSI,AMX,B788
385d805f,QR725,OTHH,KORD,QTR,B77W
385d807f,AA136,KLAX,EGLL,AAL,B772
385d8097,AA121,OTHH,KPHL,AAL,B789
385d80f8,N4551,UUEE,MUCC,NWS,B772
385d8142,CA855,ZBAA,EGLL,CCA,A359
385d816a,QR773,OTHH,SBGR,QTR,A35K
385d8175,LH459,KSFO,EDDM,DLH,A359
385d8214,DL41,KLAX,YSSY,DAL,A359
385d8224,JT110,WIII,OEJN,KNE,A333
385d822c,VS156,KLAS,EGLL,VIR,B789
385d823a,SU275,VTSP,UUEE,AFL,B77W
385d825e,QR729,OTHH,KDFW,QTR,A35K
385d8276,EK770,OMDB,FACT,UAE,B77W
385d8296,QR737,OTHH,KSFO,QTR,A35K
385d82b8,AI309,YMML,VIDP,AIC,B788
385d82dc,3S570,EDDP,ZSPD,BOX,B77L
385d82f9,BR35,CYYZ,RCTP,EVA,B77W
385d830d,CA997,ZBAA,CYVR,CCA,B77W
385d83e6,QR719,OTHH,KSEA,QTR,B77W
385d843e,OS46,VRMM,LOWW,AUA,B772
385d8446,SU293,VVTS,UUEE,AFL,A359
385d8466,NH8402,RJAA,KORD,ANA,B77L
385d849f,JT104,WARR,OEJN,KNE,A339
385d84d1,SQ288,NZAA,WSSS,SIA,A359
385d84dd,KL844,VTBS,EHAM,KLM,B77W
385d8507,O3186,EBLG,ZHEC,CSS,B744
385d8540,AF175,MMMX,LFPG,AFR,A359
385d8580,EI68,KLAX,EIDW,EIN,A333
385d85da,TK179,LTFM,KLAX,THY,A359
385d8619,AA2985,KSAN,KORD,AAL,A321
385d8626,CX829,CYYZ,VHHH,CPA,A35K
385d8650,FX5162,PANC,ZSAM,FDX,B77L
385d867e,DL57,EHAM,KSLC,DAL,A333
385d8690,EK214,KMIA,OMDB,UAE,B77W
385d86c4,EK261,OMDB,SBGR,UAE,A388
385d875f,QR713,OTHH,KIAH,QTR,A35K
385d876c,TK727,VNKT,LTFM,THY,A333
385d8787,BR51,KIAH,RCTP,EVA,B77W
385d87c7,CX97,PANC,VHHH,CPA,B748
385d87f4,VN99,KSFO,VVTS,HVN,A359
385d880c,CX253,VHHH,EGLL,CPA,A359
385d88cc,BR15,KLAX,RCTP,EVA,B77W
385d88ec,EK225,OMDB,KSFO,UAE,A388
385d88f5,KE208,KLAX,RKSI,KAL,B748
385d8901,DL65,KLAX,NZAA,DAL,A359
385d890d,CZ303,ZGGG,EGLL,CSN,B789
385d8998,AA2729,KBDL,KDFW,AAL,A321
385d89af,KQ116,HKJK,EHAM,KQA,B788
385d89d8,MU583,ZSPD,KLAX,CES,B77W
385d8a1d,QR960,OTHH,WADD,QTR,B77W
385d8a59,AF27,KLAX,LFPG,AFR,A359
385d8a67,BR31,KJFK,RCTP,EVA,B77W
385d8a97,AA169,KLAX,RJTT,AAL,B788
385d8a99,JT74,WARR,OEMA,KNE,A339
385d8ac5,VS355,VABB,EGLL,VIR,B789
385d8b22,QR701,OTHH,KJFK,QTR,B77W
385d8b5c,AI133,VOBL,EGLL,AIC,B788
385d8b70,QR763,OTHH,CYUL,QTR,B77W
385d8bef,KE17,RKSI,KLAX,KAL,A388
385d8bf3,BA274,KLAS,EGLL,BAW,A35K
385d8c1f,BR55,KORD,RCTP,EVA,B77W
385d8c5c,D052,EBBR,ZSPD,DHK,B77L
385d8c7f,BA84,CYVR,EGLL,BAW,A35K
385d8c82,AM21,MMMX,LEMD,AMX,B789
385d8d13,7C5303,RKSI,WADD,JJA,B38M
385d8d4f,TK70,LTFM,VHHH,THY,B77W
385d8d65,EY7,OMAA,KBOS,ETD,B789
385d8df7,QF3,NZAA,KJFK,QFA,B789
385d8e58,5Y812,PANC,KJFK,GTI,B744
385d8e64,MU551,ZSPD,EGLL,CES,B77W
385d8ef6,SU273,VTBS,UUEE,AFL,A333
385d8f0c,AF659,OMDB,LFPG,AFR,B77W
385d8fc7,GS7944,YSSY,ZUCK,GCR,A332
385d8fe7,ZG24,RJAA,KLAX,TZP,B788
385d907c,DL83,LFPG,KATL,DAL,A339
385d9082,AF428,LFPG,MROC,AFR,A359
385d9085,TG922,VTBS,EDDF,THA,B77W
385d90b5,OZ202,RKSI,KLAX,AAR,A388
385d90da,FX9792,KFLL,KONT,FDX,MD11
385d9122,CI5239,PANC,RCTP,CAL,B744
385d916f,PR119,CYYZ,RPLL,PAL,A359
385d91a7,MU245,ZSPD,OMDB,CES,A333
385d91d1,TK801,LTFM,SKBO,THY,B789
385d9204,LH8402,EDDF,ZSPD,GEC,B77L
385d920d,ZH887,ZGSZ,EGLL,CSZ,A333
385d921e,S75225,UNNT,UIII,SBI,E170
385d9267,UA858,ZSPD,KSFO,UAL,B77W
385d92da,CA933,ZBAA,LFPG,CCA,B77W
385d9324,MH150,WMKK,OEJN,MAS,A332
385d932c,FX6031,PANC,ZGGG,FDX,MD11
385d934d,KQ100,HKJK,EGLL,HFY,A333
385d9371,OZ216,RKSI,KSFO,AAR,A359
385d937e,CZ328,KLAX,ZGGG,CSN,B789
385d93e0,QR954,OTHH,WIII,QTR,A359
385d941c,TK187,LTFM,KIAD,THY,B789
385d947a,NH159,KJFK,RJTT,ANA,B77W
385d947e,3S617,KLAX,EDDF,BOX,B77L
385d94ba,QR707,OTHH,KIAD,QTR,B77W
385d94cf,CV6821,SBKP,ELLX,CLX,B744
385d9511,SV37,OERK,KIAD,SVA,B77W
385d952e,AC64,RKSI,CYVR,ACA,B789
385d9562,3U3838,KLAX,ZSHC,CSC,A359
385d9577,LA2478,SPJC,KLAX,LAN,B763
385d95e9,EY461,YMML,OMAA,ETD,B789
385d9651,5Y5579,EHAM,VHHH,GTI,B748
385d9696,CZ6996,ZSSS,ZWWW,CSN,B38M
385d9715,WK51,VTSP,LSZH,EDW,A343
385d971a,BR67,VTBS,EGLL,EVA,B77W
385d9744,EK406,OMDB,YMML,UAE,A388
385d9792,3V815,EBLG,ZSHC,ABR,B744
385d97b5,HU7963,ZGHA,EGLL,CHH,B789
385d97b6,TK6519,ZSPD,UCFM,THY,B77L
385d97eb,KE86,KJFK,RKSI,KAL,A388
385d97f4,EK235,OMDB,KORD,UAE,B77W
385d9822,YP132,KEWR,RKSI,APZ,B789
385d9841,EK211,OMDB,KIAH,UAE,A388
385d9873,,ELLX,KHSV,CLX,B744
385d98ab,UA984,LFPG,KSFO,UAL,B788
385d98ac,BA268,KLAX,EGLL,BAW,A388
385d994a,DL188,RKSI,KATL,DAL,A359
385d9982,SQ601,RKSI,WSSS,SIA,B78X
385d99bb,SU321,VRMM,UUEE,AFL,B77W
385d99c9,CA982,KJFK,ZBAA,CCA,B748
385d99cd,EK229,OMDB,KSEA,UAE,B77W
385d9a33,LY21,LLBG,KFLL,ELY,B789
385d9a47,HX305,ZBAA,VHHH,CCA,B77W
385d9a8b,LA800,NZAA,SCEL,LAN,B789
385d9a90,DL1673,KEWR,KATL,DAL,B739
385d9ac5,CZ8371,ZGSZ,UUEE,CSN,A333
385d9ad0,MU6021,ZSPD,WMKK,CES,A332
385d9b62,AI151,VIDP,LSZH,AIC,B788
385d9bac,IB312,MMMX,LEMD,IBE,A359
385d9c00,CA805,ZSPD,VTBS,CCA,A320
385d9c13,VS301,VIDP,EGLL,VIR,A35K
385d9c58,B62220,EGLL,KJFK,JBU,A21N
385d9c67,CA931,ZBAA,EDDF,CCA,B77W
385d9db8,EK763,OMDB,FAOR,UAE,A388
385d9dbf,AF6728,LFPG,ZBAA,AFR,B77L
385d9dc0,5Y400,KDOV,EPRZ,GTI,B744
385d9de1,SV826,OEJN,WIII,SVA,B77W
385d9de8,5Y504,EPPO,KPSM,GTI,B744
385d9e0e,PR103,KLAX,RPLL,PAL,B77W
385d9e37,FJ871,KSFO,NFFN,FJI,A332
385d9e93,AA51,EGLL,KDFW,AAL,B77W
385d9e9e,WN770,KSAN,KMDW,SWA,B737
385d9ed8,FM853,ZSPD,VTBS,CSH,B38M
385d9f70,PR105,KSFO,RPLL,PAL,B77W
385d9f87,JL50,OTHH,RJTT,JAL,B789
385d9faa,SU289,VCBI,UUEE,AFL,B77W
385d9fba,FX34,KMEM,EGSS,FDX,B77L
385da01a,MU589,ZSPD,KSFO,CES,B77W
385da046,CX843,KJFK,VHHH,CPA,A359
385da076,EK412,OMDB,YSSY,UAE,A388
385da08b,KE633,RKSI,WADD,KAL,B78X
385da0a9,B61818,TTPP,KJFK,JBU,A321
385da0da,QR706,KJFK,OTHH,QTR,A35K
385da0f1,EK248,SBGL,OMDB,UAE,B77W
385da101,LX181,VTBS,LSZH,SWR,B77W
385da103,MK48,FIMP,LSGG,MAU,A339
385da17d,QR989,YMML,OTHH,QTR,B77W
385da1b9,CI23,KONT,RCTP,CAL,A359
385da1bd,PR125,KSEA,RPLL,PAL,B77W
385da1e1,UQ2600,ZSPD,ZWWW,CUH,B738
385da24b,5X8,EDDK,ZGSZ,UPS,B748
385da27e,OS16,VTBS,LOWW,AUA,B772
385da2cf,,LICZ,EFHK,CNV,C130
385da2d9,DL221,LFPG,KSLC,DAL,A333
385da2f9,BA60,VRMM,EGLL,BAW,B77W
385da38a,TK6253,VHHH,LTFM,THY,B77L
385da3c2,BA72,OMAA,EGLL,BAW,B788
385da421,SE920,EGHH,ZWWW,URO,A346
385da44a,TK15,LTFM,SBGR,THY,A359
385da465,QF11,YSSY,KLAX,QFA,A388
385da46c,UA917,KSFO,NZAA,UAL,B772
385da475,EY65,OMAA,EGLL,ETD,B789
385da47e,CM306,KLAX,MPTO,CMP,B39M
385da495,TG916,VTBS,EGLL,THA,B77W
385da4c1,CX3504,VHHH,PANC,CPA,B748
385da4cb,AF473,FIMP,LFPG,AFR,B77W
385da4d9,FJ811,KLAX,NFFN,FJI,A359
385da4da,PR117,CYVR,RPLL,PAL,B77W
385da4df,RJ268,KDTW,OJAI,RJA,B788
385da529,CZ335,ZGGG,NZAA,CSN,B789
385da535,UA839,KLAX,YSSY,UAL,B789
385da545,UA1,KSFO,WSSS,UAL,B789
385da549,UA22,EIDW,KEWR,UAL,B764
385da563,EK434,OMDB,YBBN,UAE,A388
385da5a1,MS509,HECA,VHHH,MSX,A332
385da5be,NO124,LIRF,VIAR,NOS,B789
385da5df,AF926,LFPG,FOOL,AFR,A332
385da5ee,3S443,KORD,EDDF,DHK,B77L
385da6a9,,VVNB,OMDW,,F900
385da6e2,EK783,OMDB,DNMM,UAE,B77W
385da728,EY3,OMAA,KJFK,ETD,B789
385da737,CA1028,LEMD,ZSHC,CAO,B77L
385da73b,TG653,RKSI,VTBS,THA,A359
385da794,LO6194,VTSP,EPWA,LOT,B788
385da7af,CK221,ZSPD,KLAX,CKK,B77L
385da7b2,CA425,ZUTF,VCBI,CCA,A20N
385da7e7,JQ3,YSSY,PHNL,JST,B788
385da7fd,BR635,PANC,RCTP,EVA,B77L
385da7fe,KE6,KLAS,RKSI,KAL,B77W
385da82e,CA1291,ZBAA,ZWWW,CCA,B38M
385da85f,,KPTK,MROC,,H25B
385da86f,QR1405,OTHH,DNMM,QTR,B788
385da89a,UA98,KLAX,YMML,UAL,B789
385da8b5,HU7985,ZBAA,UUEE,CHH,A333
385da8d1,SQ37,KLAX,WSSS,SIA,A359
385da8f8,HU758,LFPG,ZGSZ,CHH,B789
385da96f,CX3086,PANC,MMSM,CPA,B748
385da97e,5X10,EDDK,ZSPD,UPS,B748
385da9e5,AA73,KLAX,YSSY,AAL,B77W
385daa19,QR7312,OTBD,GMFK,QTR,A332
385daa79,CA937,ZBAA,EGLL,CCA,B77W
385daaa3,UA135,LSZH,KEWR,UAL,B763
385daab0,BA256,VIDP,EGLL,BAW,A35K
385dab3f,EY78,EGCC,OMAA,ETD,B77W
385dab65,CX873,KSFO,VHHH,CPA,A359
385dab71,KIS7028,OIBK,OIII,KIS,MD82
385dabcd,AM1058,MMMY,RJAA,AMX,B789
385dabda,LX66,LSZH,KMIA,SWR,A333
385dabfe,QF29,YMML,VHHH,QFA,A333
385dac45,5J14,RPLL,OMDB,CEB,A339
385dacc0,ZF1612,VCBI,UUWW,AZV,B763
385dacdb,DL169,LEBL,KJFK,DAL,A339
385dad17,CA3151,ZBAA,LEMD,CAO,B77L
385dad5d,UA892,RKSI,KSFO,UAL,B772
385dada0,TK6552,KATL,LTFM,THY,B77L
385dadab,CX583,RJCC,VHHH,CPA,B77W
385dadda,UA96,KSFO,YBBN,UAL,B772
385dae24,NZ28,NZAA,KIAH,ANZ,B77W
385daebd,FX5038,KMEM,EDDK,FDX,B77L
385daecf,,DNMM,EGKB,,GLEX
385daed8,5Y9549,EPRZ,VHHH,GTI,B744
385daee2,EK358,OMDB,WIII,UAE,B77W
385daf2a,ZG30,RJAA,KSJC,TZP,B788
385daf4c,JX1,KLAX,RCTP,SJX,A359
385dafc8,AI155,VIDP,EHAM,AIC,B788
385dafda,NZ8,NZAA,KSFO,ANZ,B789
385dafe3,IB105,LEMD,SAEZ,IBE,A359
385db002,AA83,KLAX,NZAA,AAL,B788
385db052,EK72,LFPG,OMDB,UAE,A388
385db05d,CSG2597,ZGGG,OERK,CSG,B77L
385db063,5X56,KSDF,PHNL,UPS,B744
385db071,SU627,VTSP,USSS,AFL,A333
385db081,AI157,VIDP,EKCH,AIC,B788
385db09e,EK448,OMDB,NZAA,UAE,A388
385db0aa,AC19,CYVR,WSSS,ACA,B789
385db0c3,GG9520,ZHEC,PANC,KYE,B744
385db0ed,TS251,LFPG,CYUL,TSC,A332
385db0f9,VS24,KLAX,EGLL,VIR,B789
385db13b,EY913,OMAA,EHAM,ETD,B77L
385db14a,ZG22,RJAA,CYVR,TZP,B788
385db170,SQ494,WSSS,OMDB,SIA,A359
385db17f,TP282,FQMA,LPPT,TAP,A339
385db1a9,JT106,WARR,OEJN,KNE,A339
385db1b6,5X279,VOBL,EDDK,UPS,B748
385db1c5,SE600,EGHH,ZUUU,URO,A346
385db1cf,PU302,SPJC,LEMD,PUE,A332
385db21d,AC33,CYVR,YSSY,ACA,B77L
385db244,JD431,ZSQD,EGLL,CBJ,A333
385db251,CT126,UACC,LEMD,,B744
385db27e,ET710,HAAB,EGLL,ETH,A359
385db2f3,CX695,VHHH,VIDP,CPA,B77W
385db307,NH179,MMMX,RJAA,ANA,B788
385db30c,JX11,KSFO,RCTP,SJX,A359
385db32f,DL8,RJTT,KLAX,DAL,A359
385db340,VN403,RKSI,VVTS,HVN,A321
385db37e,UA882,RJTT,KORD,UAL,B78X
385db384,AA3064,TJSJ,KDFW,AAL,A321
385db392,FX6005,PANC,ZGGG,FDX,MD11
385db39a,KL661,EHAM,KIAH,KLM,A333
385db3a5,ES723,OBBI,VHHH,DHK,B763
385db3ab,SQ26,EDDF,KJFK,SIA,B77W
385db417,FX75,YSSY,ZGGG,FDX,B77L
385db463,UA152,KLAX,VHHH,UAL,B789
385db47b,KE401,RKSI,YSSY,KAL,B77W
385db4c6,5Y8470,RKSI,PANC,GTI,B744
385db4c8,CI5267,PANC,RCTP,CAL,B744
385db4cb,UA876,RJTT,KSFO,UAL,B772
385db4f5,TK16,SBGR,LTFM,THY,A359
385db519,S75786,OMDB,UNNT,SBI,B738
385db530,GA982,WIII,OEJN,GIA,B77W
385db546,CX171,VHHH,YPPH,CPA,B77W
385db564,5X72,PANC,ZGSZ,UPS,B748
385db593,CM473,KLAX,MPTO,CMP,B39M
385db599,TN101,KLAX,NTAA,THT,B789
385db59d,UA60,KSFO,YMML,UAL,B789
385db5c1,I98817,ZBTJ,LFPG,HLF,B77L
385db5cc,7L786,KORD,UBBB,AZG,B744
385db5d8,BY770,EGKK,HEGN,TUI,B38M
385db608,WZ909,UUBW,UACC,RWZ,SU95
385db60f,T84702,VHHH,OMDW,TVR,B744
385db63b,DK444,EKCH,GVAC,VKG,A333
385db65b,SV877,WIMM,OEJN,SVA,B772
385db6ac,BF710,KSFO,NTAA,FBU,A359
385db737,UL503,VCBI,EGLL,ALK,A333
385db74a,TR181,ZSNJ,WSSS,TGW,B788
385db75b,VS73,EGCC,KMCO,VIR,A333
385db76e,,OMDW,LSZH,,GLF5
385db7d2,LY8,KJFK,LLBG,ELY,B789
385db7e7,GF3,OBBI,EGLL,GFA,B789
385db7f8,CA784,NZAA,ZBAA,CCA,B789
385db804,HO1369,ZSPD,VTSP,DKH,A20N
385db815,AA113,LEBL,KMIA,AAL,B772
385db820,MF830,KLAX,ZSAM,CXA,B789
385db826,VS401,OMDB,EGLL,VIR,B789
385db830,AC65,CYVR,VTBS,ACA,B789
385db831,D7235,YPPH,WMKK,XAX,A333
385db876,KE23,RKSI,KSFO,KAL,B77W
385db89e,TG482,YPPH,VTBS,THA,A359
385db8ac,CI3,KSFO,RCTP,CAL,B77W
385db8fa,UA838,RJAA,KSFO,UAL,B772
385db959,FX9053,PANC,ZGGG,FDX,B77L
385db96c,F92818,KSAN,KDEN,FFT,A320
385db97c,FX42,KMEM,SBKP,FDX,B763
385db99f,5X212,EDDK,KSDF,UPS,B744
385db9ee,D7700,WMKK,OEJN,XAX,A333
385dba41,AF952,LFPG,SOCA,AFR,A359
385dba7c,AF344,LFPG,CYUL,AFR,B789
385dba8d,LH575,FACT,EDDM,DLH,A359
385dba98,OZ751,RKSI,WSSS,AAR,A359
385dba9c,EY5,OMAA,KIAD,ETD,B789
385dbac5,JQ63,YMML,VVTS,JST,B788
385dbac8,H4101,LROP,KJFK,HYM,A332
385dbae1,RJ271,OJAI,CYUL,RJA,B788
385dbb1f,7L42,ZSPD,UBBB,AZG,B748
385dbb21,AA735,EGLL,KCLT,AAL,B77W
385dbbab,U28749,EGKK,HELX,EZY,A20N
385dbbd8,FM857,ZSPD,VTSP,CSH,B38M
385dbbfd,DM6261,SAEZ,MDPC,DWI,B38M
385dbc13,CI7,KLAX,RCTP,CAL,B77W
385dbc16,VA697,YMML,YPPH,VOZ,B738
385dbc1a,SV861,RPLL,OERK,SVA,B77W
385dbc20,AA1093,KLAS,KMIA,AAL,A21N
385dbc2e,MU795,ZBAD,WMKK,CES,A20N
385dbc30,AC39,CYVR,NZAA,ACA,B789
385dbc3a,CX881,KLAX,VHHH,CPA,B77W
385dbc82,VS950,EGLL,ZSPD,VIR,B789
385dbce3,JL16,RJTT,KLAX,JAL,B77W
385dbd44,KE629,RKSI,WADD,KAL,B78X
385dbd58,AV27,LEMD,SKBO,AVA,B788
385dbd64,AI143,VIDP,LFPG,AIC,B788
385dbdaa,TK502,GOBD,LTFM,THY,A332
385dbe3d,SQ621,RJBB,WSSS,SIA,B78X
385dbe56,AI171,VAAH,EGKK,AIC,B788
385dbe66,FZ727,OMDB,LTFM,FDB,B38M
385dbe80,SV809,VGHS,OEJN,SVA,B77W
385dbea7,WS1887,PHNL,CYEG,WJA,B38M
385dbebc,ZF2938,VTSP,USSS,AZV,B763
385dbec2,UA877,KSFO,VHHH,UAL,B77W
385dbeef,SQ633,RJTT,WSSS,SIA,A359
385dbf0c,B61621,EGLL,KBOS,JBU,A21N
385dbf21,DV5358,VTBU,UAAA,VSV,B38M
385dbf26,WY850,WIII,OOMS,OMA,B788
385dbf32,TW169,RKSI,WBKK,TWB,B738
385dbf37,D0522,EBBR,VHHH,DHK,B77L
385dbf3d,SV41,OEJN,KLAX,SVA,B77W
385dbf51,EY801,RJAA,OMAA,ETD,B789
385dbf5d,KE671,RKSI,WMKK,KAL,B789
385dbf94,TK30,KEWR,LTFM,THY,A359
385dbf9b,UA945,EDDF,KORD,UAL,B78X
385dbfb8,UA852,RCTP,KSFO,UAL,B77W
385dbfbb,UA805,KSFO,RKSI,UAL,B789
385dbfcf,SQ7371,OMSJ,WSSS,SIA,B744
385dbfd1,KL879,EHAM,VOBL,KLM,B78X
385dbfe8,TV9912,ZLXN,ZUUU,TBA,A319
385dbffb,BR17,KSFO,RCTP,EVA,B77W
385dc02e,NH180,RJAA,MMMX,ANA,B788
385dc03d,BA198,VABB,EGLL,BAW,B772
385dc05a,CZ6982,ZSSS,ZWWW,CSN,B788
385dc078,UA883,EGLL,KEWR,UAL,B763
385dc0c6,UA189,KSFO,RPLL,UAL,B77W
385dc0cf,,OTHH,EHAM,QTR,B77L
385dc0ec,AC35,CYVR,YBBN,ACA,B789
385dc111,FX6006,PANC,KMEM,FDX,MD11
385dc117,KL713,EHAM,SMJP,KLM,B77W
385dc176,CZ2543,ZGGG,PANC,CSG,B77L
385dc18f,AF2,LFPG,KJFK,AFR,B77W
385dc1c9,5X33,YSSY,ZSPD,UPS,B748
385dc1e3,AA168,RJTT,KJFK,AAL,B789
385dc1f5,AF374,LFPG,CYVR,AFR,A359
385dc22b,AA645,PHOG,KPHX,AAL,A21N
385dc25e,AI2027,VABB,EDDF,AIC,B789
385dc25f,OZ211,KSFO,RKSI,AAR,A359
385dc2ca,5Y8345,KMIA,SCEL,GTI,B744
385dc2d5,DL47,EHAM,KJFK,DAL,A333
385dc2e7,UA804,RJTT,KIAD,UAL,B772
385dc2eb,ZG53,RJAA,WSSS,TZP,B788
385dc2f6,5X68,PANC,VVTS,UPS,B748
385dc301,NZ4,NZAA,KLAX,ANZ,B77W
385dc318,AC869,EGLL,CYHZ,ACA,B38M
385dc31d,KZ141,KORD,RJAA,NCA,B748
385dc350,KE623,RKSI,RPLL,KAL,B77W
385dc352,AF28,KLAX,NTAA,AFR,A359
385dc375,FM831,ZSPD,VTSP,CSH,B738
385dc392,ET933,HAAB,GLRB,ETH,B788
385dc3af,DL294,RJTT,KATL,DAL,A359
385dc3b5,J2110,LKPR,UBBB,AHY,A319
385dc3bd,DE3752,EDDL,TBPB,CFG,A339
385dc3c6,OZ573,RKSI,UTTT,AAR,A333
385dc3ca,QR32,EGPH,OTHH,QTR,B788
385dc3d1,QR8104,KORD,OTHH,QTR,B77L
385dc41f,SU277,VTSP,UUEE,AFL,B77W
385dc440,AH463,OEJN,DAOO,DAH,A332
385dc461,EK181,OMDB,EBBR,UAE,B77W
385dc478,NH6,RJAA,KLAX,ANA,B789
385dc4ae,HU730,EBBR,ZBAA,CHH,B789
385dc4c9,KE653,RKSI,VTBS,KAL,B789
385dc4ce,CX865,CYVR,VHHH,CPA,B77W
385dc4d9,BR27,KSFO,RCTP,EVA,B77W
385dc509,UA863,KSFO,YSSY,UAL,B77W
385dc510,CZ8009,ZBAD,VGHS,CSN,A21N
385dc536,NH8,RJAA,KSFO,ANA,B77W
385dc582,,FSIA,OERK,NJE,GLEX
385dc590,KE663,RKSI,VTSP,KAL,A333
385dc5ec,RJ263,OJAI,KORD,RJA,B788
385dc5f2,UA957,LSGG,KEWR,UAL,B763
385dc638,VS412,DNMM,EGLL,VIR,A35K
385dc642,VS165,EGLL,MKJS,VIR,B789
385dc645,ET3708,EBLG,VHHH,ETH,B77L
385dc64b,W83460,KMIA,CYYT,CJT,B763
385dc652,EY815,RJBB,OMAA,ETD,B789
385dc65d,UA730,KSFO,NZCH,UAL,B788
385dc6b5,CM744,SBGR,MPTO,CMP,B39M
385dc6be,VJ93,VVNB,YMML,VJC,A333
385dc6cd,5C852,VHHH,UAAA,CHG,B744
385dc6fa,AI179,VABB,KSFO,AIC,B77L
385dc70c,CI21,KSEA,RCTP,CAL,A359
385dc710,KE453,RKSI,VVNB,KAL,B77W
385dc716,VS479,FACT,EGLL,VIR,B789
385dc71d,SU764,ULLI,OMDW,AFL,B738
385dc74e,AY144,VTBS,EFHK,FIN,A359
385dc75c,QR6,EGLL,OTHH,QTR,A359
385dc76e,CM487,SBGL,MPTO,CMP,B39M
385dc794,5Y340,LIMC,RJAA,LSI,B77L
385dc7af,DL183,LIRF,KJFK,DAL,A339
385dc7d5,FX19,KMEM,PANC,FDX,B77L
385dc7f2,BY800,EGNT,GVAC,TUI,B38M
385dc804,QR344,LPPT,OTHH,QTR,B788
385dc817,KE71,RKSI,CYVR,KAL,B78X
385dc849,5Y8198,PANC,KMIA,,B744
385dc866,ZE511,RKSI,VTBS,ESR,B738
385dc880,JL62,RJAA,KLAX,JAL,B789
385dc886,CFC4239,HUEN,DGAA,CFC,C30J
385dc88f,OR3721,EHAM,GVSV,TUI,B38M
385dc8b5,BR9,CYVR,RCTP,EVA,B77W
385dc8f1,NQ3,RJAA,WSSS,AJX,B788
385dc907,KE76,CYVR,RKSI,KAL,B789
385dc916,AD8755,LPPT,SBKP,AZU,A332
385dc928,NH891,RJTT,VVTS,ANA,B78X
385dc930,QR8975,VDPP,OTHH,QTR,B77L
385dc940,SQ242,YSSY,WSSS,SIA,A359
385dc958,JX31,KSEA,RCTP,SJX,A359
385dc9a4,BX601,RKPK,WADD,ABL,A21N
385dc9aa,DL4609,KSEA,KPSP,DAL,E75L
385dc9dd,ZG51,RJAA,VTBS,TZP,B788
385dca3d,CA789,ZBAA,OERK,CCA,A333
385dca77,SB981,WSSS,NWWW,ACI,A339
385dca7b,SQ345,LSZH,WSSS,SIA,B77W
385dca7c,LO6524,VVPQ,EPKT,LOT,B788
385dca8a,LJ91,RKSI,VVPQ,JNA,B772
385dcaa5,3U3917,ZUTF,OMDB,CSC,A333
385dcab4,TG673,RJBB,VTBS,THA,B77W
385dcab5,BR25,KSEA,RCTP,EVA,B78X
385dcab6,VJT785,LIRQ,KEWR,VJT,GL7T
385dcab8,NH105,KLAX,RJTT,ANA,B788
385dcae7,3S580,RKSI,VHHH,BOX,B77L
385dcaec,CZ419,ZSPD,KLAX,CSN,B77L
385dcb03,NH12,RJAA,KORD,ANA,B77W
385dcb13,MU5357,ZSSS,ZGSZ,CES,A333
385dcb57,NZ6,NZAA,KLAX,ANZ,B77W
385dcb65,CM174,SCEL,MPTO,CMP,B738
385dcc26,UA78,RJAA,KEWR,UAL,B772
385dcc2f,MF826,LFPG,ZSAM,CXA,B788
385dcc7c,SV840,OEJN,WMKK,SVA,B789
385dcc7f,UA142,RJAA,KDEN,UAL,B789
385dcc92,5X223,KSDF,EDDK,UPS,B748
385dcc9a,BA117,EGLL,KJFK,BAW,B77W
385dccc2,,LOWW,OMDW,MHV,CL60
385dccf4,SU5642,UHHH,UNNT,SHU,A319
385dcd07,AI121,VIDP,EDDF,AIC,B789
385dcd13,CZ655,ZGGG,UUEE,CSN,A333
385dcd3f,EK31,OMDB,EGLL,UAE,A388
385dcd54,OD152,YPPH,WMKK,BTK,B738
385dcdab,DL287,LIMC,KJFK,DAL,B764
385dcdd3,UU971,FMEE,LFPG,REU,B77W
385dcde6,AI189,VIDP,CYYZ,AIC,B77L
385dcdea,UA31,EDDM,KEWR,UAL,B764
385dcded,TU202,DTTA,CYUL,TAR,A332
385dcdf0,AI117,VIAR,EGBB,AIC,B788
385dcdf3,UA853,KSFO,RCTP,UAL,B77W
385dcdf8,3S633,OMDW,EDDF,BOX,B77L
385dce10,6E1602,WIII,VABB,IGO,A20N
385dce1b,QT4089,KMIA,SGAS,TPA,A332
385dce49,MH190,WMKK,VIDP,MAS,A333
385dce54,V0495,UUWW,MUHA,VCV,A346
