flight_id,flight_number,origin_airport_id,destination_airport_id,airline_id,plane_id
385dce67,KE251,RKSI,PANC,KAL,B77L
385dce93,N8520,EGBB,VHHH,,BE36
385dceb3,AF6741,KORD,LFPG,AFR,B77L
385dcece,CX838,VHHH,CYVR,CPA,B77W
385dcf1f,NH815,RJAA,WMKK,ANA,B789
385dcf26,NZ24,NZAA,CYVR,ANZ,B789
385dcf60,LJ1,RKSI,VTBS,JNA,B772
385dcf6a,CM169,SACO,MPTO,CMP,B738
385dcf6f,EK9855,VVNB,OMDW,UAE,B77L
385dcf76,NH107,KSFO,RJTT,ANA,B77W
385dcf97,CX2071,PANC,VHHH,CPA,B748
385dcfae,EK9841,VHHH,OMDW,UAE,B77L
385dcfb0,,ELLX,KORD,CLX,B744
385dcfcc,WS1867,PHNL,CYYC,WJA,B38M
385dcfd5,Y47813,KFAT,MMMM,VOI,A320
385dcfe0,KE615,RKSI,RPVM,KAL,B773
385dcfed,CI5236,RCTP,PANC,CAL,B744
385dd012,BY216,EGCC,GVBA,TUI,B38M
385dd028,QR8009,OTHH,EBLG,QTR,B77L
385dd04a,TS111,LFPG,CYUL,TSC,A332
385dd056,AA103,EGLL,KJFK,AAL,B772
385dd060,BA2157,EGKK,TAPA,BAW,B772
385dd065,SU205,ZBAD,UUEE,AFL,B77W
385dd067,GJ8217,ZSHC,UAAA,CDC,A21N
385dd07b,MU705,ZLXY,OMDB,CES,A332
385dd07c,MU5031,ZBAD,WSSS,CES,A20N
385dd0a9,AI2021,VIDP,LFPG,AIC,B789
385dd10b,BY38,EGKK,MMUN,TUI,B789
385dd117,KE651,RKSI,VTBS,KAL,B77W
385dd120,3S589,PANC,KCVG,DHK,B77L
385dd12f,QR979,VTSP,OTHH,QTR,B788
385dd134,8M622,VYYY,VYMK,MMA,E190
385dd14b,CA868,FAOR,ZGSZ,CCA,A359
385dd1a6,UA33,RJAA,KLAX,UAL,B789
385dd1ab,FX9002,KMEM,EBLG,FDX,MD11
385dd1c5,5Y8765,PANC,KORD,,B744
385dd230,QR8407,VHHH,OTHH,RUN,B744
385dd24a,TG677,RJAA,VTBS,THA,B77W
385dd251,LH8225,MMGL,EDDF,GEC,B77L
385dd260,ZE581,RKSI,VVPQ,ESR,B738
385dd29f,UA12,LSZH,KORD,UAL,B763
385dd2a5,DL299,DNMM,KJFK,DAL,A332
385dd334,5X104,KSDF,PANC,UPS,B763
385dd340,SAZ62,OMDW,LSGG,SAZ,CL60
385dd34d,AK94,WMKK,VIAR,AXM,A21N
385dd366,ZE517,RKSI,VTCC,ESR,B38M
385dd380,CM383,KSFO,MPTO,CMP,B39M
385dd38d,VS385,VRMM,EGLL,VIR,B789
385dd39d,DL9907,EDDF,KJFK,DAL,B763
385dd3a3,SQ208,YMML,WSSS,SIA,A359
385dd3c0,CA871,ZBAA,WMKK,CCA,A333
385dd3c2,BA406,EGLL,HECA,BAW,A21N
385dd436,HC741,UTAA,EGNX,HGO,B744
385dd469,AI961,VIDP,HKJK,AIC,B788
385dd48a,JL2,RJTT,KSFO,JAL,B789
385dd4b8,AI131,VABB,EGLL,AIC,B77W
385dd4e3,AA60,RJAA,KDFW,AAL,B772
385dd500,EK449,NZAA,OMDB,UAE,A388
385dd54e,JL42,EGLL,RJTT,JAL,B788
385dd557,FX234,KMEM,CYEG,FDX,B763
385dd55e,EY100,LPPT,OMAA,ETD,B789
385dd59b,B62130,TJSJ,KJFK,JBU,A321
385dd5a0,SV852,OERK,VTSP,SVA,B789
385dd5a3,UA18,LIMC,KEWR,UAL,B772
385dd5a9,JL773,RJAA,YMML,JAL,B788
385dd5bf,KL745,EHAM,SKBO,KLM,B78X
385dd605,TK6461,LTFM,VABB,THY,A332
385dd60e,QR8247,OTHH,EBBR,QTR,B77L
385dd622,DM6061,SBGR,MDPC,DWI,B38M
385dd62e,UA6,RJAA,KIAH,UAL,B772
385dd62f,CV9931,VHHH,UBBB,CLX,B748
385dd630,ESW126,OMDB,HRYR,ESW,GLF6
385dd669,UA885,LIRF,KIAD,UAL,B764
385dd66f,AI162,EGLL,VIDP,AIC,A359
385dd672,DL59,EGLL,KBOS,DAL,A332
385dd67d,VJ998,WADD,VVNB,VJC,A21N
385dd6b1,UA889,ZBAA,KSFO,UAL,B77W
385dd6bc,KD4870,KORD,RJAA,WGN,B744
385dd6c9,AI2025,VIDP,EDDF,AIC,B789
385dd6f3,VA569,YSSY,YPPH,VOZ,B738
385dd6f4,EY823,RKSI,OMAA,ETD,B789
385dd718,3U3815,ZUTF,ULLI,CSC,A333
385dd734,SG90,VTSP,VIDP,SEJ,A320
385dd73b,CX882,VHHH,KLAX,CPA,B77W
385dd741,JA790,SCEL,SKBO,JAT,A20N
385dd746,BG349,VGHS,OEDF,BBC,B788
385dd76c,C67656,UTTT,LLBG,MFX,B763
385dd770,K4628,PANC,VHHH,DHK,B744
385dd78b,P9305,PGUM,PHNL,MGE,B752
385dd78f,OZ735,RKSI,VVTS,AAR,A359
385dd794,CZ8565,ZYHB,ZLXY,CSN,A320
385dd7a4,HX635,RJAA,VHHH,CRK,A320
385dd7ba,QR1499,HTDA,OTHH,OMA,A333
385dd7c9,QS1200,LKPR,OMDB,TVS,B738
385dd7db,,PANC,KJFK,CLX,B748
385dd7e5,DE1402,EDDF,GCFV,CFG,A320
385dd7e6,LJ5,RKSI,VTSP,JNA,B38M
385dd833,B6377,KBOS,KLAS,JBU,A321
385dd8bc,DV5330,VVPQ,UAII,VSV,B39M
385dd8c6,NH835,RJAA,WIII,ANA,B788
385dd8c9,KE411,RKSI,NZAA,KAL,B789
385dd8d3,NQ1,RJAA,VTBS,AJX,B788
385dd8ec,3U3993,ZUTF,WMKK,CSC,A21N
385dd902,AC858,CYYZ,EGLL,ACA,B77W
385dd988,PR209,RPLL,YMML,PLM,A332
385dd991,JL58,RJAA,KSFO,JAL,B789
385dd99c,DE3812,EDDF,TBPB,CFG,A339
385dd9db,AC161,CYYZ,CYEG,ACA,BCS3
385dd9fd,EY82,LIMC,OMAA,ETD,B789
385dda16,G9802,OMSJ,WMKK,ABY,A21N
385dda35,AC845,EDDF,CYUL,ACA,A333
385dda38,SU1248,UUEE,UWOO,AFL,B738
385dda52,ER422,OEJN,OPLA,SEP,A332
385dda5f,DL107,EDDF,KJFK,DAL,A332
385dda66,QR803,RJBB,OTHH,QTR,A359
385dda71,AF446,LFPG,TNCM,AFR,A332
385dda75,SQ204,YBCS,WSSS,SIA,A359
385dda80,DT651,LPPT,FNLU,DTA,B77W
385dda89,C085,ZJHK,OMDW,FGO,A332
385ddab4,PK247,OPLA,OEDF,PIA,B772
385ddb0a,JL60,RJBB,KLAX,JAL,B789
385ddb3b,KZ136,PANC,KORD,NCA,B748
385ddb4b,MU5186,ZSPD,ZBAD,CES,A333
385ddb52,DL127,LEMD,KJFK,DAL,B764
385ddb56,AI308,VIDP,YMML,AIC,B788
385ddb5c,CX2088,PANC,KJFK,CPA,B748
385ddb70,EK44,EDDF,OMDB,UAE,B77W
385ddb7d,LH8412,EDDF,ZUUU,GEC,B77L
385ddb8e,KL605,EHAM,KSFO,KLM,B772
385ddb95,WK38,LSZH,MROC,EDW,A343
385ddbb7,LY394,LEBL,LLBG,ELY,B738
385ddbc0,UA963,EDDB,KEWR,UAL,B764
385ddbc7,LA8147,LPPT,SBGR,LAN,B77W
385ddbd0,LY320,LFPG,LLBG,ELY,B739
385ddbfa,EY112,LEBL,OMAA,ETD,B789
385ddc1d,LA2421,SUMU,SPJC,LAN,A320
385ddc25,KL735,EHAM,TNCC,KLM,B77W
385ddc2f,DL120,RJTT,KMSP,DAL,A339
385ddc47,ET909,HAAB,GABS,ETH,A359
385ddc49,CI31,CYVR,RCTP,CAL,B77W
385ddc8c,CM253,KLAS,MPTO,CMP,B39M
385ddca2,BY532,EGKK,GVBA,TUI,B38M
385ddca4,RS581,RKSI,RPSP,ASV,A321
385ddcc1,KE9203,RKSI,PANC,KAL,B748
385ddcc5,JL759,RJAA,VVTS,JAL,B788
385ddcc7,D83676,EKCH,GCTS,NOZ,B738
385ddcd5,AS68,PANC,KPHX,ASA,B738
385ddcd7,EY748,FAOR,OMAA,ETD,B789
385ddcdb,EY146,LSGG,OMAA,ETD,B789
385ddcec,O3173,ZHEC,OPLA,CSS,B763
385ddcf1,IX191,VIAR,OMDB,AXB,B738
385ddd09,PF722,OPMT,OEJN,SIF,A320
385ddd36,TP288,FNLU,LPPT,TAP,A339
385ddd41,KL601,EHAM,KLAX,KLM,B78X
385ddd62,5Y515,PANC,RKSI,GTI,B744
385ddd82,DE2283,HKMO,EDDF,CFG,A339
385dddc7,AA69,LEMD,KMIA,AAL,B772
385dddcb,9C7263,ZLLL,ZWSH,CQH,A20N
385dddda,AS810,PHLI,KSEA,ASA,B738
385dddf7,KL623,EHAM,KATL,KLM,B772
385dde18,TK6442,OKKK,ZGSZ,THY,A332
385dde1b,CX840,VHHH,KJFK,CPA,A359
385dde1d,OZ2823,PANC,KLAX,AAR,B744
385dde35,LX16,LSZH,KJFK,SWR,A333
385dde5b,5Y8238,EDDF,KORD,GTI,B744
385dde62,OD751,WMKK,UTTT,BTK,B38M
385dde7c,RJ111,OJAI,EGLL,RJA,B788
385dde89,PF719,OEJN,OPIS,SIF,A320
385ddea5,QR8773,VHHH,OTHH,QTR,B77L
385ddea9,U22613,EGGW,HEGN,EZY,A20N
385ddeaa,KL597,EHAM,FACT,KLM,B77W
385ddeba,SQ807,ZBAA,WSSS,SIA,B77W
385ddebb,CZ6460,ZPPP,ZYCC,CSN,A20N
385ddebd,CZ6065,ZGSZ,WADD,CSN,A20N
385dded5,DM6161,SCEL,MDPC,DWI,B38M
385ddee2,EY102,LEMD,OMAA,ETD,B789
385ddef0,DL113,LIRF,KBOS,DAL,A339
385ddefb,TK765,OMDB,LTFM,THY,B77W
385ddf0b,7C4103,RKSI,VVPQ,JJA,B738
385ddf18,FJ392,VHHH,NFFN,FJI,A333
385ddf20,5X1,VHHH,EDDK,UPS,B748
385ddf28,HO1605,ZSPD,WSSS,DKH,A20N
385ddf35,CZ6037,ZGGG,OPLA,CSN,B789
385ddf37,5W7087,OMAA,UACC,WZZ,A321
385ddf3e,VJT716,EINN,KORH,VJT,GL7T
385ddf59,7C4055,RKPK,WSSS,JJA,B738
385ddf78,AA675,PHNL,KPHX,AAL,A21N
385ddf79,CV6101,KATL,ELLX,CLX,B748
385ddf8b,CZ306,NZAA,ZGGG,CSN,B789
385ddfa0,EK546,OMDB,VOMM,UAE,B77W
385ddfae,CA166,YMML,ZBAA,CCA,A359
385ddfb0,,LSGG,HTDA,SWW,GLEX
385ddfc5,BA7,EGLL,RJTT,BAW,B789
385de013,AA705,EDDF,KCLT,AAL,B772
385de073,SQ406,WSSS,VIDP,SIA,A388
385de097,UA905,EGLL,KEWR,UAL,B763
385de0b2,TW189,RKSI,RPVK,TWB,B738
385de0b6,BY214,EGCC,GVAC,TUI,B38M
385de0b8,LX154,LSZH,VABB,SWR,A333
385de123,UA34,RJBB,KSFO,UAL,B772
385de161,DL125,LPPT,KBOS,DAL,B763
385de175,FX77,PHNL,YSSY,FDX,B77L
385de185,AI915,VIDP,OMDB,AIC,B789
385de19b,KL569,EHAM,HTKJ,KLM,B772
385de1a5,HY634,ULLI,UTTT,UZB,A21N
385de1a9,LH8430,EDDF,ZBAA,GEC,B77L
385de1b8,BY1172,EGPF,GCTS,TUI,B38M
385de1e3,MA564,LIMC,VHHH,,B744
385de211,K47845,PHNL,KONT,CKS,B744
385de222,DL11,EGLL,KMSP,DAL,A339
385de230,AC536,PHOG,CYVR,ACA,B38M
385de247,FR9642,EDLV,GCFV,RYR,B738
385de276,AA199,LIMC,KJFK,AAL,B772
385de284,UA879,EGLL,KIAH,UAL,B772
385de285,6E77,VOBL,OEJN,IGO,A20N
385de289,AI137,VIDP,LIMC,AIC,B788
385de295,NZ176,YPPH,NZAA,ANZ,B77W
385de29b,BX725,RKPK,VTBS,ABL,A21N
385de2b3,QR8201,OTHH,EHAM,QTR,B77L
385de2ca,SV848,OEJN,VTBS,SVA,B789
385de2d1,MU5220,ZPPP,ZSPD,CES,A20N
385de2e1,U25113,EDDB,GCTS,EZY,A320
385de2f1,QE309,RJTT,MMSL,QQE,GLF6
385de2fe,CX20,YMML,VHHH,CPA,B748
385de306,JL68,RJAA,KSEA,JAL,B789
385de319,WK102,LSZH,GVBA,EDW,A320
385de330,LXJ456,LFPB,KBGR,LXJ,GLF4
385de39d,AA298,PHNL,KLAX,AAL,A21N
385de3bc,3S519,VHHH,EDDP,BOX,B77L
385de3bd,BY304,EGKK,GVAC,TUI,B788
385de3e8,,EGGW,KSAV,,GLF5
385de3f2,DL357,PHNL,KSLC,DAL,B763
385de3f9,BR642,PANC,KORD,EVA,B77L
385de40c,HY9674,UIII,UTTT,UZB,A320
385de424,GF142,GMMN,OBBI,GFA,B789
385de435,LH438,EDDF,KDFW,DLH,A343
385de43b,EY62,EGLL,OMAA,ETD,A388
385de43c,TW101,RKSI,VTBS,TWB,B738
385de43d,HU766,UUEE,ZJHK,CHH,A333
385de45c,EY46,EIDW,OMAA,ETD,B77W
385de45d,B61210,MDSD,KJFK,JBU,A320
385de481,EK333,RPLL,OMDB,UAE,B77W
385de488,LJ87,RKSI,VVCR,JNA,B738
385de4ec,UA130,RJTT,KEWR,UAL,B772
385de504,AV646,SAEZ,SEQM,AVA,A20N
385de523,HY3124,LHBP,UTTT,UZB,B763
385de53d,AV7395,KJFK,SEGU,AVA,A20N
385de545,LJ115,RKPK,VVCR,JNA,B738
385de553,CA1378,ZJSY,ZBAA,CCA,A359
385de56c,OZ7731,RKSI,VVCR,AAR,A21N
385de56e,AC518,PHNL,CYVR,ACA,B38M
385de57c,TP231,LPPT,KIAD,TAP,A21N
385de5b5,HU7067,ZHHH,ZYHB,CHH,B738
385de5b7,LH468,EDDF,KAUS,DLH,B789
385de5c0,CX419,RKSI,VHHH,CPA,B77W
385de5c5,EK22,EGCC,OMDB,UAE,A388
385de5d1,AF756,LFPG,FCBB,AFR,A359
385de5dc,JL711,RJAA,WSSS,JAL,B763
385de5e0,VN791,VVTS,YPPH,HVN,B789
385de5e9,CX731,VHHH,OMDB,CPA,B77W
385de605,5J827,RJBB,RPLL,CEB,A339
385de610,AV569,KJFK,MSLP,AVA,A320
385de625,B62092,KMIA,KJFK,JBU,A320
385de64a,MU780,NZAA,ZSPD,CES,B77W
385de676,DL45,EIDW,KJFK,DAL,B763
385de679,VS3,EGLL,KJFK,VIR,A339
385de688,AI302,VIDP,YSSY,AIC,B788
385de6be,AZ630,LIRF,KMIA,ITY,A339
385de6d6,DL157,DGAA,KJFK,DAL,A339
385de6dd,BA195,EGLL,KIAH,BAW,B78X
385de6e5,HA17,KLAS,PHNL,HAL,A332
385de6e6,JL729,RJAA,WIII,JAL,B789
385de713,NH801,RJAA,WSSS,ANA,B789
385de72c,AC841,EDDF,CYYZ,ACA,A333
385de74e,LH454,EDDF,KSFO,DLH,B748
385de756,VS19,EGLL,KSFO,VIR,B789
385de75c,7C2507,RKSI,WBKK,JJA,B738
385de785,NH897,RJAA,VVNB,ANA,B789
385de791,GAF807,EDDK,CYYR,GAF,A319
385de799,EW8290,EDDB,GCTS,EWG,A320
385de79a,DL440,PHNL,KSEA,DAL,A21N
385de7b5,DL143,EHAM,KSEA,DAL,A339
385de7c7,MU786,LIPZ,ZSPD,CES,A332
385de7f7,AM2,LEMD,MMMX,AMX,B788
385de833,2U8104,EBLG,UTTT,FKH,B763
385de849,SQ12,RJAA,KLAX,SIA,B77W
385de850,SQ309,EGKK,WSSS,SIA,A359
385de856,CZ5007,ZGSZ,OERK,CSN,A333
385de86a,AC62,RKSI,CYYZ,ACA,B789
385de86e,AA176,RJTT,KDFW,AAL,B788
385de8b0,NH218,EDDM,RJTT,ANA,B789
385de911,AZ608,LIRF,KJFK,ITY,A339
385de92b,,LFBO,LFBO,AIB,A20N
385de92e,D82872,EFHK,GCLP,NOZ,B38M
385de931,AV634,SAEZ,SEGU,AVA,A20N
385de933,CX3098,PANC,KORD,CPA,B748
385de963,MU554,LFPG,ZSPD,CES,B77W
385de990,QR10,EGLL,OTHH,QTR,A388
385de9b0,JL707,RJAA,VTBS,JAL,B788
385de9be,UA41,LIRF,KEWR,UAL,B764
385de9c3,MU5069,ZSPD,WIII,CES,A332
385de9d5,OZ204,RKSI,KLAX,AAR,A359
385de9f2,S73021,UUDD,UIII,SBI,A320
385dea09,OZ741,RKSI,VTBS,AAR,A388
385dea22,MU5433,ZSPD,ZUCK,CES,A320
385dea2f,FX9056,PANC,KMEM,FDX,B77L
385dea35,B61968,TJSJ,KBOS,JBU,BCS3
385dea37,EY144,LSZH,OMAA,ETD,A35K
385dea5f,5W7233,OMAA,LYBE,WZZ,A21N
385dea61,FX5277,OMDW,LFPG,FDX,B77L
385dea6d,MU710,LEMD,ZSPD,CES,A359
385dea70,AS626,PHNL,KSEA,ASA,B739
385deac0,EK255,LEBL,MMMX,UAE,B77L
385dead5,LJ43,RKSI,RPSP,JNA,B38M
385dead6,SQ833,ZSPD,WSSS,SIA,B77W
385deaf0,FZ647,OMDB,HAAB,FDB,B738
385deb35,EY32,LFPG,OMAA,ETD,A388
385deb94,FR3354,EDDB,GCFV,RYR,B738
385deba9,AC833,EBBR,CYUL,ACA,B77W
385debac,DL170,RKSI,KMSP,DAL,A359
385debe1,SQ323,EHAM,WSSS,SIA,A359
385debf6,CA114,RJAA,ZBAA,CCA,A321
385debfd,UA71,EHAM,KEWR,UAL,B772
385dec1e,CX647,VHHH,OERK,CPA,A359
385dec2a,HA496,NCRG,PHNL,HAL,A21N
385dec30,AC4,RJAA,CYVR,ACA,B789
385dec42,BA175,EGLL,KJFK,BAW,B772
385dec53,CZ8435,ZGSZ,OMDB,CSN,A333
385dec6f,CX2084,VHHH,PANC,CPA,B744
385dec70,LH490,EDDF,KSEA,DLH,A343
385dec71,AF22,LFPG,KLAX,AFR,B77W
385dec75,EK8,EGLL,OMDB,UAE,A388
385dec81,W61495,EPWA,GCTS,WZZ,A21N
385dec8b,AA668,KMCO,KDFW,AAL,A321
385decad,QR927,RPLC,OTHH,QTR,B788
385decb4,BA67,EGLL,KPHL,BAW,A35K
385dece3,B0100,LFPO,KEWR,DJT,A21N
385dece4,WY165,OOMS,LTFM,OMA,B38M
385decee,B6362,TBPB,KJFK,JBU,A320
385ded19,KL591,EHAM,FAOR,KLM,B77W
385ded2b,,ZWWW,UGTB,CMS,B738
385ded4f,BOH112,EDDB,GCTS,BOH,C680
385ded62,AA171,KJFK,KLAX,AAL,A321
385ded64,LH462,EDDF,KMIA,DLH,B748
385ded72,3V517,UAAA,EDDP,ABR,B744
385ded86,DL81,LFPG,KSEA,DAL,A339
385ded9d,VS197,EGLL,TBPB,VIR,A333
385deda7,SE901,ZWWW,EGHH,URO,A346
385deda8,S76310,VTBS,UIII,SBI,B738
385dedc1,OG701,EDDB,BIKF,FPY,A20N
385dedd0,DL161,EHAM,KMSP,DAL,A333
385dedd1,TG635,RCTP,VTBS,THA,B788
385dedd6,BY192,EGCC,MMUN,TUI,B789
385dede8,U25105,EDDB,LEMG,EZY,A320
385dedf7,TX516,LFPO,TFFF,FWI,A35K
385dedf9,VA95,YPAD,WADD,VOZ,B38M
385dee10,SQ806,WSSS,ZBAA,SIA,B78X
385dee1e,MH140,YSSY,WMKK,MAS,A333
385dee22,SU245,FSIA,UUEE,AFL,A359
385dee2a,BR658,PANC,CYYZ,EVA,B77L
385dee47,AI2017,VIDP,EGLL,AIC,B789
385dee48,JL753,RJAA,VOBL,JAL,B788
385dee7f,5Y562,LEZG,MMSM,GTI,B748
385dee80,A45103,URSS,UUBC,AZO,SU95
385dee8d,HA828,RJFF,PHNL,HAL,A332
385dee90,OZ272,RKSI,KSEA,AAR,A359
385dee94,W62357,LHBP,OMAA,WZZ,A21N
385deea0,7L201,UBBB,EHAM,AZG,B748
385deeae,X7571,EBLG,KIAH,CHG,B744
385deec8,2C627,UBBB,LFPG,CMA,B77L
385deed9,DL89,LFPG,KATL,DAL,A333
385deedb,SV845,VTBS,OEJN,SVA,B789
385deefb,5X213,KSDF,EDDK,UPS,B744
385def17,LS631,EGNX,GCRR,EXS,B738
385def23,DL87,EDDF,KDTW,DAL,A332
385def2e,CA174,YSSY,ZBAA,CCA,B77W
385def4b,TW307,RKSI,PGSN,TWB,B38M
385def5c,,ESGG,GCFV,BRX,A320
385def5e,AA717,EDDM,KCLT,AAL,B772
385def76,CX505,RJAA,VHHH,CPA,B773
385def77,5J923,RJFF,RPLL,CEB,A21N
385def78,B6523,KJFK,KLAX,JBU,A21N
385def7d,AA95,LEMD,KJFK,AAL,B788
385def92,JL8,RJAA,KBOS,JAL,B789
385defbe,NH805,RJAA,VTBS,ANA,B789
385defcb,WS1875,PHLI,CYVR,WJA,B38M
385defd3,CZ6802,ZGGG,ZWSH,CSN,B38M
385defe0,MU283,ZSPD,VLVT,CES,A321
385deff2,OZ743,RKSI,VTBS,AAR,A333
385df008,KC235,UAII,OEJN,KZR,A21N
385df00a,AZ856,LIRF,OMDB,ITY,A21N
385df00d,AF412,LFPG,SAEZ,AFR,B789
385df00f,P47579,EGKK,DNMM,APK,B773
385df012,SQ51,EGCC,WSSS,SIA,A359
385df023,K4223,PANC,KJFK,CKS,B77L
385df053,Y45252,MMMX,KORD,VOI,A21N
385df066,JL735,RJAA,VHHH,JAL,B788
385df06d,QR8112,KORD,LIMC,QTR,B77L
385df071,,OERK,LATI,,GL5T
385df079,DL394,PHOG,KSEA,DAL,A21N
385df080,EY126,EDDM,OMAA,ETD,B789
385df090,HU7974,LIMC,ZGSZ,CHH,B789
385df0b3,KE465,RKSI,VVCR,KAL,B739
385df0dc,VS117,EGLL,KMIA,VIR,A339
385df0f0,DL229,LFPG,KDTW,DAL,A333
385df0f7,SQ11,RJAA,WSSS,SIA,B77W
385df116,MU7061,ZSPD,YSSY,CES,A359
385df11b,B61833,KBOS,KSFO,JBU,A21N
385df13d,BA139,EGLL,VABB,BAW,A35K
